dst_port,flow_duration,flow_byts_s,flow_pkts_s,bwd_pkts_s,totlen_fwd_pkts,fwd_pkt_len_max,fwd_pkt_len_mean,bwd_pkt_len_max,bwd_pkt_len_min,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_var,bwd_header_len,flow_iat_mean,flow_iat_max,flow_iat_std,fwd_iat_mean,fwd_iat_std,psh_flag_cnt,ack_flag_cnt,init_fwd_win_byts,init_bwd_win_byts
80,0.002567,92715.23178807947,1558.2391897156215,389.55979742890537,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008556666666666668,0.002523,0.0011791195396942962,0.0012835,0.0012835,0,1,512,64240
80,0.001328,179216.8674698795,3012.0481927710844,753.0120481927711,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00044266666666666673,0.001252,0.0005731255437414118,0.000664,0.000664,0,1,512,64240
80,0.003171,75055.1876379691,1261.4317250078839,315.35793125197097,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001057,0.003132,0.0014673329547175036,0.0015855,0.0015855,0,1,512,64240
80,0.00179,132960.8938547486,2234.63687150838,558.659217877095,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005966666666666667,0.001702,0.0007824139285285989,0.000895,0.000895,0,1,512,64240
80,0.00194,122680.412371134,2061.8556701030925,515.4639175257731,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006466666666666666,0.001893,0.0008814996061006241,0.00097,0.00097,0,1,512,64240
80,0.001939,122743.68231046932,2062.9190304280555,515.7297576070139,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006463333333333333,0.00162,0.0007006950517561512,0.0009695,0.0009695,0,1,512,64240
80,0.002499,95238.09523809524,1600.640256102441,400.16006402561027,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000833,0.002441,0.0011372742266782742,0.0012495,0.0012495,0,1,512,64240
80,0.002248,105871.88612099644,1779.3594306049822,444.83985765124555,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007493333333333333,0.002064,0.0009326397422847093,0.001124,0.001124,0,1,512,64240
80,0.002248,105871.88612099644,1779.3594306049822,444.83985765124555,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007493333333333333,0.001309,0.0005509690453091616,0.001124,0.001124,0,1,512,64240
80,0.001866,127545.55198285102,2143.6227224008576,535.9056806002144,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000622,0.001804,0.000836183392962732,0.000933,0.000933,0,1,512,64240
80,0.001913,124411.9184526921,2090.9566126502873,522.7391531625718,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006376666666666667,0.001871,0.0008722669061448769,0.0009565,0.0009565,0,1,512,64240
80,0.001914,124346.91745036573,2089.8641588296764,522.4660397074191,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000638,0.001656,0.0007274998281786738,0.000957,0.000957,0,1,512,64240
80,0.002618,90909.09090909091,1527.8838808250573,381.9709702062643,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008726666666666667,0.002579,0.0012066649171258036,0.001309,0.001309,0,1,512,64240
80,0.001669,142600.35949670462,2396.644697423607,599.1611743559017,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005563333333333333,0.001624,0.0007551778304184754,0.0008345,0.0008345,0,1,512,64240
80,0.001821,130697.41900054915,2196.595277320154,549.1488193300385,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000607,0.001783,0.0008317022704469832,0.0009105,0.0009105,0,1,512,64240
80,0.001467,162235.85548738923,2726.6530334014997,681.6632583503749,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000489,0.001432,0.0006669547710802184,0.0007335,0.0007335,0,1,512,64240
80,0.001468,162125.34059945506,2724.7956403269754,681.1989100817439,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004893333333333333,0.00123,0.0005326670838546551,0.000734,0.000734,0,1,512,64240
80,0.002038,116781.15799803729,1962.7085377821395,490.6771344455349,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006793333333333333,0.001986,0.0009241967082583422,0.001019,0.001019,0,1,512,64240
80,0.002424,98184.81848184818,1650.1650165016501,412.54125412541254,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000808,0.002387,0.0011166237802709856,0.001212,0.001212,0,1,512,64240
80,0.001371,173595.91539022612,2917.5784099197667,729.3946024799417,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000457,0.001299,0.0005961090504261784,0.0006855,0.0006855,0,1,512,64240
80,0.001357,175386.88282977155,2947.678703021371,736.9196757553427,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004523333333333333,0.001307,0.0006046852257350284,0.0006785,0.0006785,0,1,512,64240
80,0.00269,88475.83643122677,1486.988847583643,371.74721189591077,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008966666666666667,0.002651,0.001240603168713599,0.001345,0.001345,0,1,512,64240
80,0.001669,142600.35949670462,2396.644697423607,599.1611743559017,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005563333333333333,0.001584,0.0007274981481457912,0.0008345,0.0008345,0,1,512,64240
80,0.001668,142685.85131894486,2398.0815347721823,599.5203836930456,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000556,0.001284,0.0005381152292957336,0.000834,0.000834,0,1,512,64240
80,0.002954,80568.72037914692,1354.0961408259986,338.52403520649966,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0009846666666666667,0.002909,0.0013608331598285255,0.001477,0.001477,0,1,512,64240
80,0.002955,80541.4551607445,1353.637901861252,338.409475465313,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000985,0.002147,0.0008853997214064767,0.0014775,0.0014775,0,1,512,64240
80,0.002223,107062.52811515969,1799.3702204228518,449.84255510571296,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000741,0.00217,0.0010106872249448229,0.0011115,0.0011115,0,1,512,64240
80,0.002222,107110.71107110711,1800.1800180018001,450.04500450045003,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007406666666666667,0.001915,0.0008397842315473395,0.001111,0.001111,0,1,512,64240
80,0.001318,180576.63125948407,3034.901365705615,758.7253414264037,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004393333333333333,0.001267,0.0005856189508166172,0.000659,0.000659,0,1,512,64240
80,0.001985,119899.24433249372,2015.1133501259449,503.7783375314862,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006616666666666666,0.001932,0.0008985218726083164,0.0009925,0.0009925,0,1,512,64240
80,0.003513,67748.3632223171,1138.627953316254,284.6569883290635,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001171,0.003426,0.0015949213146735483,0.0017565,0.0017565,0,1,512,64240
80,0.004055,58692.97163995069,986.4364981504317,246.60912453760793,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0013516666666666668,0.004001,0.0018734912744807636,0.0020275,0.0020275,0,1,512,64240
80,0.00269,88475.83643122677,1486.988847583643,371.74721189591077,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008966666666666667,0.002654,0.0012427092267389916,0.001345,0.001345,0,1,512,64240
80,0.003675,64761.90476190476,1088.43537414966,272.108843537415,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001225,0.003387,0.0015332794918083265,0.0018375,0.0018375,0,1,512,64240
80,0.001736,137096.7741935484,2304.147465437788,576.036866359447,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005786666666666667,0.001615,0.0007344614050823606,0.000868,0.000868,0,1,512,64240
80,0.001945,122365.03856041131,2056.5552699228792,514.1388174807198,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006483333333333333,0.001884,0.0008741030958772667,0.0009725,0.0009725,0,1,512,64240
80,0.005622,42333.689078619704,711.490572749911,177.87264318747776,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001874,0.005556,0.002603706588692359,0.002811,0.002811,0,1,512,64240
80,0.003877,61387.67087954604,1031.725561000774,257.9313902501935,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0012923333333333333,0.003829,0.0017938012400734058,0.0019385,0.0019385,0,1,512,64240
80,0.003877,61387.67087954604,1031.725561000774,257.9313902501935,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0012923333333333333,0.00358,0.0016221624113783703,0.0019385,0.0019385,0,1,512,64240
80,0.002127,111894.68735307945,1880.5829807240245,470.14574518100613,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000709,0.002049,0.0009480580151024514,0.0010635,0.0010635,0,1,512,64240
80,0.003101,76749.43566591422,1289.9064817800709,322.4766204450177,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0010336666666666667,0.002749,0.0012214069300969636,0.0015505,0.0015505,0,1,512,64240
80,0.0031,76774.1935483871,1290.3225806451612,322.5806451612903,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0010333333333333334,0.002184,0.0008954661107800538,0.00155,0.00155,0,1,512,64240
80,0.012298,19352.74028297284,325.2561392096276,81.3140348024069,180,60,60.0,58,58,60,58,59.5,0.75,20,0.004099333333333333,0.012209,0.0057345154013995715,0.006149,0.006149,0,1,512,64240
80,0.012011,19815.16942802431,333.02805761385395,83.25701440346349,180,60,60.0,58,58,60,58,59.5,0.75,20,0.004003666666666667,0.011958,0.005624604657712003,0.0060055,0.0060055,0,1,512,64240
80,0.004119,57781.01480941976,971.10949259529,242.7773731488225,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001373,0.004067,0.0019050639534321852,0.0020595,0.0020595,0,1,512,64240
80,0.003752,63432.83582089552,1066.0980810234541,266.52452025586354,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0012506666666666666,0.003718,0.0017447233464235974,0.001876,0.001876,0,1,512,64240
80,0.001442,165048.5436893204,2773.9251040221916,693.4812760055479,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00048066666666666673,0.001404,0.0006530795425435472,0.000721,0.000721,0,1,512,64240
80,0.002497,95314.37725270324,1601.9223067681216,400.4805766920304,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008323333333333334,0.002246,0.001004851675068957,0.0012485,0.0012485,0,1,512,64240
80,0.001798,132369.29922135707,2224.694104560623,556.1735261401558,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005993333333333333,0.001752,0.0008152747321540691,0.000899,0.000899,0,1,512,64240
80,0.001388,171469.74063400578,2881.844380403458,720.4610951008646,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00046266666666666673,0.00135,0.0006276311726554769,0.000694,0.000694,0,1,512,64240
80,0.001874,127001.06723585913,2134.4717182497334,533.6179295624333,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006246666666666667,0.001808,0.0008371767369491874,0.000937,0.000937,0,1,512,64240
80,0.001873,127068.87346502936,2135.611318739989,533.9028296849973,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006243333333333334,0.001547,0.0006658600119811638,0.0009365,0.0009365,0,1,512,64240
80,0.002135,111475.40983606556,1873.5362997658078,468.38407494145196,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007116666666666668,0.002096,0.0009790009647027366,0.0010675,0.0010675,0,1,512,64240
80,0.001231,193338.74898456538,3249.390739236393,812.3476848090983,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004103333333333333,0.001187,0.0005494799561605703,0.0006155,0.0006155,0,1,512,64240
80,0.005482,43414.81211236775,729.6607077708866,182.41517694272164,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0018273333333333334,0.005372,0.0025068600989196733,0.002741,0.002741,0,1,512,64240
80,0.002561,92932.4482623975,1561.8898867629832,390.4724716907458,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008536666666666666,0.002415,0.0011056371717500981,0.0012805,0.0012805,0,1,512,64240
80,0.001476,161246.61246612464,2710.0271002710024,677.5067750677506,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000492,0.001327,0.000593559320259287,0.000738,0.000738,0,1,512,64240
80,0.001462,162790.6976744186,2735.9781121751025,683.9945280437756,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004873333333333333,0.00134,0.0006049800731337264,0.000731,0.000731,0,1,512,64240
80,0.001829,130125.7517769273,2186.9874248223073,546.7468562055768,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006096666666666667,0.001743,0.0008021563992694249,0.0009145,0.0009145,0,1,512,64240
80,0.001469,162014.9761742682,2722.940776038121,680.7351940095302,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004896666666666667,0.00143,0.0006651066748190766,0.0007345,0.0007345,0,1,512,64240
80,0.001351,176165.8031088083,2960.7698001480385,740.1924500370096,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00045033333333333335,0.00132,0.0006150774115688384,0.0006755,0.0006755,0,1,512,64240
80,0.001316,180851.06382978725,3039.51367781155,759.8784194528876,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00043866666666666663,0.001289,0.0006013774928353146,0.000658,0.000658,0,1,512,64240
80,0.001252,190095.8466453674,3194.8881789137376,798.7220447284344,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00041733333333333336,0.001219,0.0005670240049788212,0.000626,0.000626,0,1,512,64240
80,0.001142,208406.3047285464,3502.626970227671,875.6567425569177,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0003806666666666667,0.001116,0.0005200675169843069,0.000571,0.000571,0,1,512,64240
80,0.002566,92751.36399064692,1558.846453624318,389.7116134060795,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008553333333333333,0.002489,0.0011556044113603735,0.001283,0.001283,0,1,512,64240
80,0.002565,92787.52436647174,1559.4541910331384,389.8635477582846,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000855,0.002211,0.0009696669531339098,0.0012825,0.0012825,0,1,512,64240
80,0.001357,175386.88282977155,2947.678703021371,736.9196757553427,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004523333333333334,0.001296,0.0005970819783655247,0.0006785,0.0006785,0,1,512,64240
80,0.00145,164137.93103448278,2758.6206896551726,689.6551724137931,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004833333333333333,0.001418,0.0006610382406151368,0.000725,0.000725,0,1,512,64240
80,0.001769,134539.2877331826,2261.1644997173544,565.2911249293386,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005896666666666666,0.001736,0.0008106920226297749,0.0008845,0.0008845,0,1,512,64240
80,0.004107,57949.841733625515,973.9469198928657,243.48672997321643,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0013689999999999998,0.004068,0.0019085476153347604,0.0020535,0.0020535,0,1,512,64240
80,0.001517,156888.59591298617,2636.783124588003,659.1957811470007,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005056666666666667,0.001314,0.0005775548074040727,0.0007585,0.0007585,0,1,512,64240
80,0.002265,105077.26269315674,1766.0044150110375,441.5011037527594,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000755,0.002231,0.0010437819056999726,0.0011325,0.0011325,0,1,512,64240
80,0.002398,99249.37447873228,1668.0567139282737,417.0141784820684,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007993333333333333,0.002357,0.0011015638378636479,0.001199,0.001199,0,1,512,64240
80,0.002402,99084.09658617819,1665.2789342214821,416.31973355537053,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008006666666666666,0.002112,0.0009347803069289717,0.001201,0.001201,0,1,512,64240
80,0.002098,113441.37273593899,1906.5776930409913,476.64442326024783,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006993333333333334,0.001693,0.0007218200760731321,0.001049,0.001049,0,1,512,64240
80,0.001518,156785.24374176547,2635.046113306983,658.7615283267457,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000506,0.001451,0.0006687754979562774,0.000759,0.000759,0,1,512,64240
80,0.002014,118172.79046673285,1986.0973187686195,496.5243296921549,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006713333333333334,0.001975,0.0009219690281614069,0.001007,0.001007,0,1,512,64240
80,0.001432,166201.11731843578,2793.296089385475,698.3240223463688,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00047733333333333335,0.001386,0.0006427987416153071,0.000716,0.000716,0,1,512,64240
80,0.002271,104799.64773227653,1761.3386173491854,440.33465433729634,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000757,0.002193,0.0010159045230729116,0.0011355,0.0011355,0,1,512,64240
80,0.001443,164934.16493416493,2772.002772002772,693.000693000693,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00048100000000000004,0.001399,0.000649372517640427,0.0007215,0.0007215,0,1,512,64240
80,0.001177,202209.0059473237,3398.470688190314,849.6176720475785,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0003923333333333333,0.001138,0.0005275062927481423,0.0005885,0.0005885,0,1,512,64240
80,0.001208,197019.86754966885,3311.258278145695,827.8145695364237,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004026666666666666,0.001169,0.0005421133542801624,0.000604,0.000604,0,1,512,64240
80,0.001198,198664.44073455757,3338.89816360601,834.7245409015025,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0003993333333333333,0.001161,0.0005387914459438106,0.000599,0.000599,0,1,512,64240
80,0.001341,177479.49291573453,2982.848620432513,745.7121551081283,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00044699999999999997,0.001298,0.0006020038759565146,0.0006705,0.0006705,0,1,512,64240
80,0.00304,78289.47368421052,1315.7894736842104,328.9473684210526,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0010133333333333333,0.002988,0.0013964615601186055,0.00152,0.00152,0,1,512,64240
80,0.004572,52055.99300087489,874.8906386701663,218.72265966754156,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001524,0.004468,0.0020821552936000393,0.002286,0.002286,0,1,512,64240
80,0.002401,99125.36443148689,1665.972511453561,416.49312786339027,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008003333333333333,0.002311,0.0010688343598934725,0.0012005,0.0012005,0,1,512,64240
80,0.002402,99084.09658617819,1665.2789342214821,416.31973355537053,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008006666666666666,0.002003,0.0008656420866745229,0.001201,0.001201,0,1,512,64240
80,0.001177,202209.0059473237,3398.470688190314,849.6176720475785,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00039233333333333335,0.001142,0.0005302869244307484,0.0005885,0.0005885,0,1,512,64240
80,0.00182,130769.23076923077,2197.802197802198,549.4505494505495,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006066666666666667,0.001795,0.0008403405394375677,0.00091,0.00091,0,1,512,64240
80,0.001594,149309.9121706399,2509.4102885821835,627.3525721455459,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005313333333333333,0.001509,0.0006921851069058205,0.000797,0.000797,0,1,512,64240
80,0.001886,126193.00106044539,2120.8907741251323,530.2226935312831,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006286666666666667,0.001851,0.0008644382890383533,0.000943,0.000943,0,1,512,64240
80,0.005939,40074.08654655666,673.5140596059942,168.37851490149856,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0019796666666666665,0.005902,0.0027735496309883394,0.0029695,0.0029695,0,1,512,64240
80,0.001627,146281.49969268593,2458.5125998770745,614.6281499692686,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005423333333333334,0.001516,0.0006899760060240421,0.0008135,0.0008135,0,1,512,64240
80,0.001628,146191.64619164617,2457.002457002457,614.2506142506143,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005426666666666667,0.001302,0.0005531782915319637,0.000814,0.000814,0,1,512,64240
80,0.003852,61786.08515057113,1038.4215991692627,259.60539979231567,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001284,0.003803,0.001781314308780645,0.001926,0.001926,0,1,512,64240
80,0.001459,163125.42837559973,2741.6038382453735,685.4009595613434,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00048633333333333325,0.001383,0.0006347977805744301,0.0007295,0.0007295,0,1,512,64240
80,0.002417,98469.17666528755,1654.9441456350849,413.7360364087712,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008056666666666668,0.00237,0.0011063171134695314,0.0012085,0.0012085,0,1,512,64240
80,0.005176,45981.45285935085,772.7975270479135,193.19938176197837,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0017253333333333333,0.0051,0.002386451386938821,0.002588,0.002588,0,1,512,64240
80,0.005177,45972.57098705814,772.6482518833301,193.16206297083252,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0017256666666666668,0.004795,0.002175942145881232,0.0025885,0.0025885,0,1,512,64240
80,0.002265,105077.26269315674,1766.0044150110375,441.5011037527594,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000755,0.002132,0.0009751987831548329,0.0011325,0.0011325,0,1,512,64240
80,0.002265,105077.26269315674,1766.0044150110375,441.5011037527594,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000755,0.001805,0.0007658437612637884,0.0011325,0.0011325,0,1,512,64240
80,0.001471,161794.6974847043,2719.238613188307,679.8096532970768,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004903333333333334,0.001428,0.0006632628103214861,0.0007355,0.0007355,0,1,512,64240
80,0.001961,121366.64966853645,2039.775624681285,509.94390617032127,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006536666666666667,0.00193,0.0009025926852991639,0.0009805,0.0009805,0,1,512,64240
80,0.001383,172089.6601590745,2892.2631959508317,723.0657989877079,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00046100000000000004,0.001342,0.0006231859005679338,0.0006915,0.0006915,0,1,512,64240
80,0.001985,119899.24433249372,2015.1133501259449,503.7783375314862,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006616666666666666,0.001947,0.0009090003055860627,0.0009925,0.0009925,0,1,512,64240
80,0.001461,162902.12183436003,2737.8507871321012,684.4626967830253,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00048699999999999997,0.001429,0.0006662226854938719,0.0007305,0.0007305,0,1,512,64240
80,0.001571,151495.8625079567,2546.1489497135585,636.5372374283896,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005236666666666667,0.001538,0.0007173684935620992,0.0007855,0.0007855,0,1,512,64240
80,0.001571,151495.8625079567,2546.1489497135585,636.5372374283896,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005236666666666666,0.001321,0.0005729632526514147,0.0007855,0.0007855,0,1,512,64240
80,0.002061,115477.92333818536,1940.805434255216,485.201358563804,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000687,0.002026,0.0009469237913721814,0.0010305,0.0010305,0,1,512,64240
80,0.002055,115815.08515815085,1946.4720194647202,486.61800486618006,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000685,0.001954,0.0008982653653941394,0.0010275,0.0010275,0,1,512,64240
80,0.003434,69306.93069306931,1164.8223645894002,291.20559114735005,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0011446666666666667,0.003379,0.0015800717986499502,0.001717,0.001717,0,1,512,64240
80,0.003366,70707.0707070707,1188.3541295306002,297.08853238265004,180,60,60.0,58,58,60,58,59.5,0.75,20,0.001122,0.003261,0.0015131087204824378,0.001683,0.001683,0,1,512,64240
80,0.003365,70728.08320950966,1188.7072808320952,297.1768202080238,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0011216666666666666,0.002946,0.0013012902144495754,0.0016825,0.0016825,0,1,512,64240
80,0.001509,157720.34459907224,2650.7620941020546,662.6905235255136,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005030000000000001,0.001438,0.0006617799231365867,0.0007545,0.0007545,0,1,512,64240
80,0.001508,157824.93368700266,2652.5198938992044,663.1299734748011,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005026666666666667,0.001209,0.000514153241315812,0.000754,0.000754,0,1,512,64240
80,0.001613,147551.14693118414,2479.851208927464,619.962802231866,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005376666666666667,0.001528,0.0007011306741415771,0.0008065,0.0008065,0,1,512,64240
80,0.001613,147551.14693118414,2479.851208927464,619.962802231866,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005376666666666667,0.001288,0.0005469042166798701,0.0008065,0.0008065,0,1,512,64240
80,0.001301,182936.2029208301,3074.558032282859,768.6395080707148,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004336666666666666,0.001256,0.0005817676130170495,0.0006505,0.0006505,0,1,512,64240
80,0.003038,78341.0138248848,1316.6556945358789,329.1639236339697,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0010126666666666667,0.002947,0.0013682846519963924,0.001519,0.001519,0,1,512,64240
80,0.002599,91573.68218545594,1539.0534821085032,384.7633705271258,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0008663333333333332,0.002485,0.0011455159924195248,0.0012995,0.0012995,0,1,512,64240
80,0.00246,96747.9674796748,1626.0162601626016,406.5040650406504,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00082,0.002387,0.0011084370377548137,0.00123,0.00123,0,1,512,64240
80,0.001694,140495.86776859505,2361.275088547816,590.318772136954,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005646666666666667,0.001498,0.0006647993849442268,0.000847,0.000847,0,1,512,64240
80,0.001942,122554.06797116375,2059.732234809475,514.9330587023687,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006473333333333333,0.001903,0.000888033157539114,0.000971,0.000971,0,1,512,64240
80,0.001654,143893.59129383313,2418.3796856106405,604.5949214026601,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0005513333333333334,0.001605,0.0007453233451924667,0.000827,0.000827,0,1,512,64240
80,0.003082,77222.5827384815,1297.8585334198572,324.4646333549643,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0010273333333333334,0.00301,0.0014022651516584,0.001541,0.001541,0,1,512,64240
80,0.001581,150537.63440860214,2530.044275774826,632.5110689437065,180,60,60.0,58,58,60,58,59.5,0.75,20,0.000527,0.00152,0.000702598510293515,0.0007905,0.0007905,0,1,512,64240
80,0.002285,104157.54923413566,1750.54704595186,437.636761487965,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007616666666666667,0.002243,0.0010476011751722229,0.0011425,0.0011425,0,1,512,64240
80,0.00134,177611.94029850746,2985.0746268656717,746.2686567164179,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00044666666666666666,0.001288,0.0005952911519211046,0.00067,0.00067,0,1,512,64240
80,0.0031,76774.1935483871,1290.3225806451612,322.5806451612903,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0010333333333333334,0.003061,0.001433865250138783,0.00155,0.00155,0,1,512,64240
80,0.00142,167605.63380281688,2816.9014084507044,704.2253521126761,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00047333333333333336,0.001296,0.0005839117132657032,0.00071,0.00071,0,1,512,64240
80,0.00195,122051.28205128206,2051.2820512820513,512.8205128205128,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0006500000000000001,0.001897,0.0008820275883818299,0.000975,0.000975,0,1,512,64240
80,0.00195,122051.28205128206,2051.2820512820513,512.8205128205128,180,60,60.0,58,58,60,58,59.5,0.75,20,0.00065,0.001686,0.0007404485127272524,0.000975,0.000975,0,1,512,64240
80,0.001334,178410.79460269868,2998.500749625188,749.625187406297,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0004446666666666666,0.001259,0.0005766341031268346,0.000667,0.000667,0,1,512,64240
80,0.002236,106440.07155635062,1788.9087656529516,447.2271914132379,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007453333333333334,0.002127,0.0009779987502832278,0.001118,0.001118,0,1,512,64240
80,0.002294,103748.9102005231,1743.6791630340017,435.9197907585004,180,60,60.0,58,58,60,58,59.5,0.75,20,0.0007646666666666666,0.002231,0.0010371731881524042,0.001147,0.001147,0,1,512,64240
